,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
8212,Very_high_sat,Low_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8213,Very_high_sat,High_grade,4_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
8214,Very_high_sat,Very_high_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
8215,Medium_sat,Medium_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
8216,Low_sat,High_grade,5_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
8217,Very_high_sat,High_grade,4_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
8218,Very_low_sat,High_grade,6_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8219,Very_high_sat,High_grade,3_NP,"[270,289]_H",4_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8220,Medium_sat,Low_grade,5_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8221,High_sat,Very_high_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8222,Medium_sat,Medium_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8223,High_sat,High_grade,3_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8224,Low_sat,Low_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8225,Very_high_sat,Medium_grade,3_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8226,Very_high_sat,Very_high_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8227,High_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
8228,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8229,Medium_sat,Medium_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
8230,Very_high_sat,Medium_grade,5_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
8231,Very_low_sat,Medium_grade,5_NP,"[140,161]_H",6_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8232,High_sat,Medium_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8233,Very_low_sat,Medium_grade,5_NP,"[248,269]_H",5_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8234,Very_high_sat,High_grade,5_NP,"[226,247]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8235,Medium_sat,Very_high_grade,3_NP,"[140,161]_H",2_T,1_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
8236,Medium_sat,High_grade,5_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,product_mng_SALES,0_SALARY
8237,Medium_sat,High_grade,5_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,IT_SALES,0_SALARY
8238,Medium_sat,Medium_grade,4_NP,"[270,289]_H",5_T,1_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8239,Very_high_sat,High_grade,5_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8240,High_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8241,Very_high_sat,Medium_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8242,Very_low_sat,High_grade,5_NP,"[183,225]_H",4_T,1_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8243,High_sat,Medium_grade,3_NP,"[248,269]_H",5_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8244,High_sat,High_grade,3_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8245,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8246,Medium_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,0_SALARY
8247,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
8248,Very_high_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8249,Very_high_sat,High_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
8250,High_sat,High_grade,5_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8251,Medium_sat,High_grade,3_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8252,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8253,Medium_sat,Medium_grade,4_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8254,High_sat,High_grade,5_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8255,Medium_sat,Very_high_grade,4_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
8256,High_sat,Medium_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8257,Medium_sat,Low_grade,2_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8258,Medium_sat,High_grade,3_NP,"[226,247]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8259,Very_high_sat,High_grade,3_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8260,Medium_sat,High_grade,4_NP,"[270,289]_H",6_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8261,Medium_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8262,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8263,High_sat,High_grade,3_NP,"[270,289]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8264,Very_high_sat,High_grade,3_NP,"[226,247]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8265,Low_sat,Medium_grade,4_NP,"[80,118]_H",6_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8266,Medium_sat,Very_high_grade,3_NP,"[119,140]_H",5_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8267,Very_high_sat,Very_high_grade,5_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8268,High_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8269,Very_high_sat,High_grade,4_NP,"[270,289]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8270,Low_sat,Low_grade,2_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8271,High_sat,Medium_grade,4_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8272,High_sat,High_grade,5_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,accounting_SALES,1_SALARY
8273,Very_high_sat,Very_high_grade,5_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
8274,Very_high_sat,High_grade,5_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,accounting_SALES,0_SALARY
8275,Medium_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8276,Very_high_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8277,Very_high_sat,Very_high_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8278,Low_sat,Medium_grade,3_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8279,Very_high_sat,High_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8280,High_sat,High_grade,3_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
8281,Very_low_sat,Medium_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8282,High_sat,Medium_grade,3_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,technical_SALES,1_SALARY
8283,Very_low_sat,Very_high_grade,4_NP,"[270,289]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8284,Medium_sat,Very_high_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8285,High_sat,Very_high_grade,4_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8286,Very_high_sat,High_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8287,Very_high_sat,Medium_grade,4_NP,"[140,161]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8288,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8289,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8290,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8291,High_sat,Very_high_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8292,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8293,Very_high_sat,Medium_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8294,Low_sat,Medium_grade,3_NP,"[80,118]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8295,Very_high_sat,Very_high_grade,3_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
8296,Very_high_sat,High_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8297,High_sat,High_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8298,Very_high_sat,Medium_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8299,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8300,High_sat,High_grade,2_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8301,Medium_sat,Low_grade,2_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8302,Low_sat,Low_grade,6_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8303,Very_high_sat,Low_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8304,Medium_sat,Very_high_grade,4_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
8305,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,IT_SALES,1_SALARY
8306,Low_sat,Low_grade,3_NP,"[80,118]_H",6_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8307,High_sat,Low_grade,6_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
8308,Medium_sat,High_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
8309,Very_high_sat,Medium_grade,5_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,IT_SALES,2_SALARY
8310,Low_sat,Medium_grade,3_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
8311,High_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
8312,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
8313,Very_low_sat,High_grade,4_NP,"[162,182]_H",6_T,1_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
8314,Medium_sat,Low_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
8315,Low_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
8316,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
8317,Very_high_sat,High_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
8318,High_sat,High_grade,3_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
8319,Very_high_sat,Very_high_grade,5_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8320,High_sat,Very_high_grade,4_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
8321,High_sat,Medium_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8322,Medium_sat,High_grade,4_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8323,Low_sat,High_grade,3_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,0_SALARY
8324,High_sat,High_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
8325,Medium_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8326,Medium_sat,High_grade,6_NP,"[248,269]_H",5_T,1_ACC,0_L,0_PR,management_SALES,0_SALARY
8327,Medium_sat,Medium_grade,4_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8328,High_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8329,Very_high_sat,Medium_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8330,Medium_sat,Medium_grade,4_NP,"[162,182]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
8331,Medium_sat,Very_high_grade,4_NP,"[183,225]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
8332,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8333,High_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8334,Medium_sat,Very_high_grade,2_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8335,Medium_sat,Medium_grade,2_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8336,Medium_sat,Low_grade,6_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8337,Medium_sat,Low_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8338,Very_high_sat,Medium_grade,5_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8339,Very_high_sat,Very_high_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8340,Very_high_sat,Medium_grade,3_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8341,Very_high_sat,High_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8342,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8343,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8344,Medium_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8345,Very_high_sat,High_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8346,Low_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8347,Very_high_sat,Medium_grade,6_NP,"[162,182]_H",5_T,1_ACC,0_L,0_PR,sales_SALES,2_SALARY
8348,High_sat,High_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8349,High_sat,Medium_grade,2_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,2_SALARY
8350,Very_high_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,2_SALARY
8351,Medium_sat,High_grade,5_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,accounting_SALES,2_SALARY
8352,High_sat,Very_high_grade,3_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,hr_SALES,2_SALARY
8353,Very_high_sat,High_grade,4_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,2_SALARY
8354,Medium_sat,High_grade,3_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8355,Medium_sat,High_grade,5_NP,"[270,289]_H",5_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8356,Very_high_sat,Low_grade,6_NP,"[270,289]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8357,Very_high_sat,Medium_grade,5_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8358,Medium_sat,High_grade,3_NP,"[226,247]_H",4_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
8359,Medium_sat,Medium_grade,3_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8360,Medium_sat,Very_high_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8361,High_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8362,High_sat,Very_high_grade,4_NP,"[162,182]_H",6_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8363,Very_low_sat,Medium_grade,3_NP,"[226,247]_H",6_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8364,Very_high_sat,Medium_grade,3_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8365,Very_high_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8366,Medium_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8367,High_sat,Very_high_grade,4_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
8368,Very_high_sat,High_grade,3_NP,"[270,289]_H",2_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
8369,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8370,Very_low_sat,High_grade,6_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8371,Medium_sat,Medium_grade,4_NP,"[270,289]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8372,Low_sat,Medium_grade,6_NP,"[226,247]_H",6_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8373,High_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8374,Medium_sat,High_grade,5_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8375,Very_high_sat,Very_high_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8376,High_sat,Very_high_grade,3_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8377,Very_low_sat,High_grade,6_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
8378,Medium_sat,High_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8379,High_sat,Medium_grade,2_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8380,Medium_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
8381,Very_high_sat,Medium_grade,6_NP,"[248,269]_H",4_T,1_ACC,0_L,0_PR,management_SALES,1_SALARY
8382,Low_sat,Medium_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8383,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8384,Very_high_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8385,High_sat,Medium_grade,6_NP,"[80,118]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
8386,Medium_sat,Very_high_grade,4_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
8387,Very_low_sat,Medium_grade,3_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8388,Medium_sat,High_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8389,High_sat,High_grade,6_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8390,High_sat,Very_high_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
8391,Medium_sat,High_grade,4_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
8392,Medium_sat,Very_high_grade,5_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
8393,High_sat,Medium_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
8394,Medium_sat,Very_high_grade,5_NP,"[226,247]_H",5_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
8395,Medium_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
8396,Medium_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
8397,High_sat,Medium_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8398,Medium_sat,High_grade,4_NP,"[140,161]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
8399,High_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,0_SALARY
8400,Very_high_sat,Low_grade,5_NP,"[80,118]_H",4_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
8401,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
8402,Medium_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
8403,Very_high_sat,Medium_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8404,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,2_SALARY
8405,High_sat,High_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
8406,Medium_sat,Medium_grade,3_NP,"[140,161]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,2_SALARY
8407,High_sat,High_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8408,Medium_sat,Very_high_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8409,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8410,High_sat,High_grade,4_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8411,Very_high_sat,Medium_grade,6_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
8412,Very_high_sat,Very_high_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8413,Very_high_sat,Very_high_grade,5_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8414,Very_high_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8415,High_sat,Low_grade,3_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8416,Very_low_sat,Low_grade,2_NP,"[80,118]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8417,Medium_sat,Medium_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8418,Medium_sat,Low_grade,3_NP,"[270,289]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8419,Medium_sat,Very_high_grade,5_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8420,Very_high_sat,Medium_grade,4_NP,"[270,289]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
8421,Medium_sat,Medium_grade,2_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8422,Medium_sat,Medium_grade,3_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8423,Very_high_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
8424,Very_high_sat,High_grade,3_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
8425,Medium_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,0_SALARY
8426,Very_high_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,accounting_SALES,1_SALARY
8427,Medium_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
8428,Medium_sat,Medium_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
8429,Medium_sat,Very_high_grade,3_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
8430,Very_high_sat,High_grade,3_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,hr_SALES,0_SALARY
8431,Medium_sat,Medium_grade,5_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,hr_SALES,0_SALARY
